25.18, 121.52, 18.56
23.98, 122.72, 19.72
23.98, 120.31, 18.56
22.79, 119.11, 15.08
22.79, 119.11, 15.08
25.18, 120.31, 18.56
23.98, 122.72, 18.56
23.98, 123.92, 18.56
23.98, 122.72, 16.24
22.79, 121.52, 17.40
22.79, 121.52, 17.40
25.18, 121.52, 18.56
23.98, 121.52, 19.72
21.59, 123.92, 19.72
22.79, 123.92, 12.76
22.79, 131.14, 1.16
22.79, 131.14, 1.16
19.19, 129.94, -8.12
20.39, 128.73, -20.88
20.39, 128.73, -33.64
20.39, 123.92, -42.93
19.19, 120.31, -46.41
19.19, 120.31, -46.41
17.99, 115.50, -51.05
16.79, 113.09, -52.21
14.39, 110.69, -55.69
19.19, 111.89, -54.53
19.19, 108.28, -56.85
27.58, 103.47, -59.17
27.58, 103.47, -59.17
31.18, 103.47, -60.33
31.18, 102.27, -61.49
27.58, 99.86, -61.49
33.58, 96.25, -62.65
33.58, 91.44, -63.81
33.58, 91.44, -63.81
33.58, 91.44, -66.13
40.77, 83.02, -66.13
40.77, 75.80, -68.45
25.18, 75.80, -69.61
19.19, 77.00, -70.77
19.19, 77.00, -70.77
20.39, 87.83, -68.45
14.39, 96.25, -68.45
17.99, 107.08, -62.65
21.59, 119.11, -51.05
21.59, 123.92, -42.93
21.59, 123.92, -42.93
22.79, 128.73, -30.16
26.38, 128.73, -29.00
27.58, 129.94, -20.88
21.59, 133.55, -19.72
19.19, 129.94, -10.44
19.19, 129.94, -10.44
17.99, 129.94, -5.80
22.79, 125.12, 8.12
23.98, 115.50, 24.36
27.58, 103.47, 37.13
26.38, 85.42, 44.09
26.38, 85.42, 44.09
26.38, 79.41, 46.41
20.39, 72.19, 46.41
19.19, 70.98, 45.25
14.39, 63.77, 44.09
14.39, 57.75, 45.25
14.39, 57.75, 45.25
10.79, 52.94, 44.09
7.20, 52.94, 41.77
0.00, 50.53, 41.77
-6.00, 51.73, 34.80
-13.19, 48.13, 29.00
-13.19, 48.13, 29.00
-16.79, 38.50, 16.24
-15.59, 38.50, 9.28
-20.39, 32.48, 5.80
-25.18, 33.69, -1.16
-31.18, 36.09, -6.96
-31.18, 36.09, -6.96
-32.38, 42.11, -4.64
-31.18, 46.92, -5.80
-32.38, 50.53, 0.00
-35.98, 58.95, 1.16
-37.18, 74.59, 0.00
-37.18, 74.59, 0.00
-33.58, 89.03, -2.32
-33.58, 92.64, -4.64
-34.78, 93.84, -4.64
-28.78, 98.66, -4.64
-27.58, 103.47, -13.92
-27.58, 103.47, -13.92
-27.58, 108.28, -24.36
-17.99, 110.69, -32.48
-13.19, 110.69, -39.45
-15.59, 110.69, -32.48
-17.99, 113.09, -26.68
-17.99, 113.09, -26.68
-16.79, 111.89, -16.24
-13.19, 111.89, -11.60
-4.80, 116.70, 1.16
7.20, 119.11, 8.12
20.39, 119.11, 19.72
20.39, 119.11, 19.72
31.18, 113.09, 23.20
35.98, 109.48, 29.00
32.38, 101.06, 37.13
25.18, 98.66, 40.61
19.19, 89.03, 44.09
19.19, 89.03, 44.09
17.99, 80.61, 42.93
17.99, 81.81, 44.09
10.79, 79.41, 41.77
6.00, 70.98, 41.77
-2.40, 64.97, 38.29
-4.80, 56.55, 35.96
-4.80, 56.55, 35.96
-6.00, 54.14, 34.80
-13.19, 52.94, 31.32
-16.79, 50.53, 25.52
-22.79, 58.95, 23.20
-25.18, 74.59, 23.20
-25.18, 74.59, 23.20
-26.38, 87.83, 23.20
-15.59, 99.86, 20.88
-7.20, 105.87, 18.56
3.60, 111.89, 20.88
9.59, 115.50, 22.04
9.59, 115.50, 22.04
16.79, 115.50, 26.68
25.18, 120.31, 20.88
32.38, 119.11, 22.04
37.18, 117.91, 20.88
49.17, 114.30, 20.88
49.17, 114.30, 20.88
52.77, 108.28, 22.04
52.77, 104.67, 25.52
55.16, 99.86, 23.20
58.76, 92.64, 25.52
61.16, 89.03, 27.84
61.16, 89.03, 27.84
58.76, 81.81, 30.16
57.56, 83.02, 31.32
56.36, 79.41, 33.64
58.76, 78.20, 32.48
55.16, 70.98, 35.96
55.16, 70.98, 35.96
55.16, 60.16, 33.64
56.36, 50.53, 29.00
51.57, 46.92, 29.00
51.57, 44.52, 31.32
50.37, 42.11, 29.00
50.37, 42.11, 29.00
45.57, 40.91, 30.16
50.37, 37.30, 25.52
52.77, 39.70, 23.20
59.96, 49.33, 25.52
61.16, 56.55, 25.52
61.16, 56.55, 25.52
64.76, 70.98, 25.52
65.96, 75.80, 22.04
69.55, 81.81, 19.72
69.55, 99.86, 16.24
64.76, 103.47, 12.76
64.76, 103.47, 12.76
61.16, 101.06, 25.52
59.96, 104.67, 22.04
57.56, 104.67, 20.88
56.36, 109.48, 16.24
56.36, 111.89, 12.76
56.36, 111.89, 12.76
59.96, 116.70, 10.44
57.56, 115.50, 2.32
56.36, 117.91, 1.16
58.76, 117.91, -1.16
61.16, 116.70, -17.40
61.16, 116.70, -17.40
44.37, 119.11, -33.64
43.17, 119.11, -38.29
45.57, 119.11, -38.29
40.77, 115.50, -48.73
33.58, 115.50, -49.89
33.58, 115.50, -49.89
40.77, 109.48, -51.05
49.17, 98.66, -58.01
50.37, 96.25, -59.17
47.97, 91.44, -62.65
47.97, 81.81, -63.81
47.97, 81.81, -63.81
51.57, 73.39, -66.13
51.57, 60.16, -63.81
47.97, 50.53, -64.97
40.77, 48.13, -67.29
27.58, 52.94, -70.77
27.58, 52.94, -70.77
15.59, 55.34, -67.29
8.39, 55.34, -68.45
1.20, 57.75, -67.29
-8.39, 60.16, -63.81
